ID,FHL_DICT_Numeric,PFS_Numeric,PFS_Unicode,Hakfa_IPA,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
14209,oi-ko,oi4-ko4,oi-ko,[oi˥˥] [ko˥˥],愛告,,,,
14210,oi-kau5,oi4-kau1,oi-kâu,[oi˥˥] [kau˨˦],愛教,,,,
14211,oi-kong5,oi4-kong1,oi-kông,[oi˥˥] [koŋ˨˦],愛扛,,,,
14212,oi-lip8,oi4-lip5,oi-li̍p,[oi˥˥] [lip̚˥],愛立,,,,
14213,oi-lok8,oi4-lok5,oi-lo̍k,[oi˥˥] [lok̚˥],愛落,,,,
14214,oi-lien,oi4-lien4,oi-lien,[oi˥˥] [lien˥˥],愛戀,,,,
14215,oi-lim5,oi4-lim1,oi-lîm,[oi˥˥] [lim˨˦],愛lim5,,,,
14216,oi-lin3,oi4-lin2,oi-lìn,[oi˥˥] [lin˩˩],愛憐,,,,
14217,oi-loi3,oi4-loi2,oi-lòi,[oi˥˥] [loi˩˩],愛來,,,,
14218,oi-met8,oi4-met5,oi-me̍t,[oi˥˥] [met̚˥],愛滅,,,,
14219,oi-mai,oi4-mai4,oi-mai,[oi˥˥] [mai˥˥],愛賣,,,,
14220,oi-mu,oi4-mu4,oi-mu,[oi˥˥] [mu˥˥],愛慕,,,,
14221,oi-mai5,oi4-mai1,oi-mâi,[oi˥˥] [mai˨˦],愛買,,,,
14222,oi-nap8,oi4-nap5,oi-na̍p,[oi˥˥] [nap̚˥],愛納,,,,
14223,oi-ngip8,oi4-ngip5,oi-ngi̍p,[oi˥˥] [ɲip̚˥],愛入,,,,
14224,oi-ngin3,oi4-ngin2,oi-ngìn,[oi˥˥] [ɲin˩˩],愛人,,,,
14225,oi-na5,oi4-na1,oi-nâ,[oi˥˥] [na˨˦],愛拿,,,,
14226,oi-nau5,oi4-nau1,oi-nâu,[oi˥˥] [nau˨˦],愛惱,,,,
14227,oi-pi2,oi4-pi3,oi-pí,[oi˥˥] [pi˧˩],愛比,,,,
14228,oi-pai,oi4-pai4,oi-pai,[oi˥˥] [pai˥˥],愛拜,,,,
14229,oi-phai,oi4-phai4,oi-phai,[oi˥˥] [pʰai˥˥],愛派,,,,
14230,oi-phan,oi4-phan4,oi-phan,[oi˥˥] [pʰan˥˥],愛辦,,,,
14231,oi-phoi,oi4-phoi4,oi-phoi,[oi˥˥] [pʰoi˥˥],愛焙,,,,
14232,oi-phun3,oi4-phun2,oi-phùn,[oi˥˥] [pʰun˩˩],愛歕,,,,
14233,oi-pot,oi4-pot6,oi-pot,[oi˥˥] [pot̚˨],愛發,,,,
14234,oi-pun5,oi4-pun1,oi-pûn,[oi˥˥] [pun˨˦],愛俾,,,,
14235,oi-pa3,oi4-pa2,oi-pà,[oi˥˥] [pa˩˩],愛揹,,,,
14236,oi-si2,oi4-si3,oi-sí,[oi˥˥] [ɕi˧˩],愛死,,,,
14237,oi-sii2,oi4-sii3,oi-sṳ́,[oi˥˥] [sɨ˧˩],愛使,,,,
14238,oi-su2,oi4-su3,oi-sú,[oi˥˥] [su˧˩],愛守,,,,
14239,oi-siit8,oi4-siit5,oi-sṳ̍t,[oi˥˥] [sɨt̚˥],愛食,,,,
14240,oi-sa,oi4-sa4,oi-sa,[oi˥˥] [sa˥˥],愛射,,,,
14241,oi-sia2,oi4-sia3,oi-siá,[oi˥˥] [ɕia˧˩],愛寫,,,,
14242,oi-sien2,oi4-sien3,oi-sién,[oi˥˥] [ɕien˧˩],愛選,,,,
14243,oi-siak,oi4-siak6,oi-siak,[oi˥˥] [ɕiak̚˨],愛惜,,,,
14244,oi-sien5,oi4-sien1,oi-siên,[oi˥˥] [ɕien˨˦],愛先,,,,
14245,oi-son,oi4-son4,oi-son,[oi˥˥] [son˥˥],愛算,,,,
14246,oi-su,oi4-su4,oi-su,[oi˥˥] [su˥˥],愛受,,,,
14247,oi-sim5,oi4-sim1,oi-sîm,[oi˥˥] [ɕim˨˦],愛心,,,,
14248,oi-su5,oi4-su1,oi-sû,[oi˥˥] [su˨˦],愛收,,,,
14249,oi-ta2,oi4-ta3,oi-tá,[oi˥˥] [ta˧˩],愛打,,,,
14250,oi-ten2,oi4-ten3,oi-tén,[oi˥˥] [ten˧˩],愛著,,,,
14251,oi-to2,oi4-to3,oi-tó,[oi˥˥] [to˧˩],愛到,,,,
14252,oi-tai,oi4-tai4,oi-tai,[oi˥˥] [tai˥˥],愛戴,,,,
14253,oi-tai,oi4-tai4,oi-tai,[oi˥˥] [tai˥˥],愛帶,,,,
14254,oi-tap,oi4-tap6,oi-tap,[oi˥˥] [tap̚˨],愛搭,,,,
14255,oi-tho2,oi4-tho3,oi-thó,[oi˥˥] [tʰo˧˩],愛討,,,,
14256,oi-thin,oi4-thin4,oi-thin,[oi˥˥] [tʰin˥˥],愛定,,,,
14257,oi-thoi,oi4-thoi4,oi-thoi,[oi˥˥] [tʰoi˥˥],愛代,,,,
14258,oi-thang5,oi4-thang1,oi-thâng,[oi˥˥] [tʰaŋ˨˦],愛聽,,,,
14259,oi-than3,oi4-than2,oi-thàn,[oi˥˥] [tʰan˩˩],愛彈,,,,
14260,oi-then3,oi4-then2,oi-thèn,[oi˥˥] [tʰen˩˩],愛跈,,,,
14261,oi-to,oi4-to4,oi-to,[oi˥˥] [to˥˥],愛到,,,,
14262,oi-tun,oi4-tun4,oi-tun,[oi˥˥] [tun˥˥],愛頓,,,,
14263,oi-ti5,oi4-ti1,oi-tî,[oi˥˥] [ti˨˦],愛知,,,,
14264,oi-van3,oi4-van2,oi-vàn,[oi˥˥] [ʋan˩˩],愛還,,,,
14265,oi-yen,oi4-yen4,oi-yen,[oi˥˥] [yen˥˥],愛筵,,,,
14266,oi-yung,oi4-yung4,oi-yung,[oi˥˥] [yuŋ˥˥],愛用,,,,
14267,oi-yu5,oi4-yu1,oi-yû,[oi˥˥] [yu˨˦],愛有,,,,
14268,oi,oi4,oi,[oi˥˥],愛,,,,
14269,ok-cha2,ok6-cha3,ok-chá,[ok̚˨] [tsa˧˩],惡者,,,,
14270,ok-chhu,ok6-chhu4,ok-chhu,[ok̚˨] [tsʰu˥˥],惡獸,,,,
14271,ok-chiit,ok6-chiit6,ok-chṳt,[ok̚˨] [tsɨt̚˨],惡質,,,,
14272,ok-fa,ok6-fa4,ok-fa,[ok̚˨] [fa˥˥],惡話,,,,
14273,ok-fung5,ok6-fung1,ok-fûng,[ok̚˨] [fuŋ˨˦],惡風,,,,
14274,ok-hang3,ok6-hang2,ok-hàng,[ok̚˨] [haŋ˩˩],惡行,,,,
14275,ok-ko2,ok6-ko3,ok-kó,[ok̚˨] [ko˧˩],惡果,,,,
14276,ok-khit8,ok6-khit5,ok-khi̍t,[ok̚˨] [kʰit̚˥],惡極,,,,
14277,ok-kun,ok6-kun4,ok-kun,[ok̚˨] [kun˥˥],惡棍,,,,
14278,ok-liung3,ok6-liung2,ok-liùng,[ok̚˨] [liuŋ˩˩],惡龍,,,,
14279,ok-mung,ok6-mung4,ok-mung,[ok̚˨] [muŋ˥˥],惡夢,,,,
14280,ok-mo5,ok6-mo1,ok-mô,[ok̚˨] [mo˨˦],惡魔,,,,
14281,ok-ngiam,ok6-ngiam4,ok-ngiam,[ok̚˨] [ɲiam˥˥],惡念,,,,
14282,ok-ngien3,ok6-ngien2,ok-ngièn,[ok̚˨] [ɲien˩˩],惡言,,,,
14283,ok-ngin3,ok6-ngin2,ok-ngìn,[ok̚˨] [ɲin˩˩],惡人,,,,
14284,ok-pa,ok6-pa4,ok-pa,[ok̚˨] [pa˥˥],惡霸,,,,
14285,ok-po,ok6-po4,ok-po,[ok̚˨] [po˥˥],惡報,,,,
14286,ok-sii,ok6-sii4,ok-sṳ,[ok̚˨] [sɨ˥˥],惡事,,,,
14287,ok-sii5,ok6-sii1,ok-sṳ̂,[ok̚˨] [sɨ˨˦],惡獅,,,,
14288,ok-thit8,ok6-thit5,ok-thi̍t,[ok̚˨] [tʰit̚˥],惡敵,,,,
14289,ok-thuk8,ok6-thuk5,ok-thu̍k,[ok̚˨] [tʰuk̚˥],惡毒,,,,
14290,ok-thai,ok6-thai4,ok-thai,[ok̚˨] [tʰai˥˥],惡待,,,,
14291,ok-tiau5,ok6-tiau1,ok-tiâu,[ok̚˨] [tiau˨˦],惡鳥,,,,
14292,ok-vut8,ok6-vut5,ok-vu̍t,[ok̚˨] [ʋut̚˥],惡物,,,,
14293,ok-yi,ok6-yi4,ok-yi,[ok̚˨] [yi˥˥],惡意,,,,
14294,ok-yun,ok6-yun4,ok-yun,[ok̚˨] [yun˥˥],惡運,,,,
14295,ok,ok6,ok,[ok̚˨],惡,,,,
14296,on-e2,on4-e3,on-é,[on˥˥] [e˧˩],案仔,,,,
14297,on-cheu,on4-cheu4,on-cheu,[on˥˥] [tseu˥˥],按照,,,,
14298,on-chhin3,on4-chhin2,on-chhìn,[on˥˥] [tɕʰin˩˩],案情,,,,
14299,on-khien,on4-khien4,on-khien,[on˥˥] [kʰien˥˥],案件,,,,
14300,on-lip8-li5,on4-lip5-li1,on-li̍p-lî,[on˥˥] [lip̚˥] [li˨˦],按立禮,,,,
14301,on-lip8,on4-lip5,on-li̍p,[on˥˥] [lip̚˥],按立,,,,
14302,on-ngiet8,on4-ngiet5,on-ngie̍t,[on˥˥] [ɲiet̚˥],按月,,,,
14303,on-su2-li5,on4-su3-li1,on-sú-lî,[on˥˥] [su˧˩] [li˨˦],按手禮,,,,
14304,on-su2,on4-su3,on-sú,[on˥˥] [su˧˩],按手,,,,
14305,on-sii3,on4-sii2,on-sṳ̀,[on˥˥] [sɨ˩˩],按時,,,,
14306,on,on4,on,[on˥˥],按,,,,
14307,oa5,oa1,ôa,[oa˨˦],哇,,,,
14308,pa2-ak,pa3-ak6,pá-ak,[pa˧˩] [ak̚˨],把扼,,,,
14309,pa2-hi,pa3-hi4,pá-hi,[pa˧˩] [hi˥˥],把戲,,,,
14310,pa2-piang,pa3-piang4,pá-piang,[pa˧˩] [piaŋ˥˥],把柄,,,,
14311,pa2-su2,pa3-su3,pá-sú,[pa˧˩] [su˧˩],把守,,,,
14312,pai2-pai2,pai3-pai3,pái-pái,[pai˧˩] [pai˧˩],擺擺,,,,
14313,pai2,pai3,pái,[pai˧˩],擺,,,,
14314,pan2-pun2,pan3-pun3,pán-pún,[pan˧˩] [pun˧˩],版本,,,,
14315,pan2-song,pan3-song4,pán-song,[pan˧˩] [soŋ˥˥],版上,,,,
14316,pau2-chiuk,pau3-chiuk6,páu-chiuk,[pau˧˩] [tɕiuk̚˨],飽足,,,,
14317,pau2-hok8,pau3-hok5,páu-ho̍k,[pau˧˩] [hok̚˥],飽學,,,,
14318,pau2-man5,pau3-man1,páu-mân,[pau˧˩] [man˨˦],飽滿,,,,
14319,pau2-pau2,pau3-pau3,páu-páu,[pau˧˩] [pau˧˩],飽飽,,,,
14320,pau2,pau3,páu,[pau˧˩],飽,,,,
14321,peu2-hien,peu3-hien4,péu-hien,[peu˧˩] [hien˥˥],表現,,,,
14322,peu2-lo2-thai5,peu3-lo3-thai1,péu-ló-thâi,[peu˧˩] [lo˧˩] [tʰai˨˦],表老弟,,,,
14323,peu2-mien,peu3-mien4,péu-mien,[peu˧˩] [mien˥˥],表面,,,,
14324,peu2-min3,peu3-min2,péu-mìn,[peu˧˩] [min˩˩],表明,,,,
14325,peu2-phi3,peu3-phi2,péu-phì,[peu˧˩] [pʰi˩˩],表皮,,,,
14326,peu2-sii,peu3-sii4,péu-sṳ,[peu˧˩] [sɨ˥˥],表示,,,,
14327,peu2-that8,peu3-that5,péu-tha̍t,[peu˧˩] [tʰat̚˥],表達,,,,
14328,peu2-yen5,peu3-yen1,péu-yên,[peu˧˩] [yen˨˦],表演,,,,
14329,peu2-yong3,peu3-yong2,péu-yòng,[peu˧˩] [yoŋ˩˩],表揚,,,,
14330,peu2,peu3,péu,[peu˧˩],表,,,,
14331,pi2-ak,pi3-ak6,pí-ak,[pi˧˩] [ak̚˨],臂扼,,,,
14332,pi2-chhii2,pi3-chhii3,pí-chhṳ́,[pi˧˩] [tsʰɨ˧˩],彼此,,,,
14333,pi2-cho,pi3-cho4,pí-cho,[pi˧˩] [tso˥˥],比做,,,,
14334,pi2-kau2,pi3-kau3,pí-káu,[pi˧˩] [kau˧˩],比較,,,,
14335,pi2-ka,pi3-ka4,pí-ka,[pi˧˩] [ka˥˥],比價,,,,
14336,pi2-ko5,pi3-ko1,pí-kô,[pi˧˩] [ko˨˦],比高,,,,
14337,pi2-li,pi3-li4,pí-li,[pi˧˩] [li˥˥],比例,,,,
14338,pi2-lun,pi3-lun4,pí-lun,[pi˧˩] [lun˥˥],比論,,,,
14339,pi2-ma3,pi3-ma2,pí-mà,[pi˧˩] [ma˩˩],蓖麻,,,,
14340,pi2-su2,pi3-su3,pí-sú,[pi˧˩] [su˧˩],比手,,,,
14341,pi2-soi,pi3-soi4,pí-soi,[pi˧˩] [soi˥˥],比賽,,,,
14342,pi2-sim5,pi3-sim1,pí-sîm,[pi˧˩] [ɕim˨˦],比心,,,,
14343,pi2-ten2,pi3-ten3,pí-tén,[pi˧˩] [ten˧˩],比著,,,,
14344,pi2-tet-chhien3-su5,pi3-tet6-chhien2-su1,pí-tet-chhièn-sû,[pi˧˩] [tet̚˨] [tɕʰien˩˩] [su˨˦],彼得前書,,,,
14345,pi2-tet-heu-su5,pi3-tet6-heu4-su1,pí-tet-heu-sû,[pi˧˩] [tet̚˨] [heu˥˥] [su˨˦],彼得後書,,,,
14346,pi2-tet,pi3-tet6,pí-tet,[pi˧˩] [tet̚˨],比得,,,,
14347,pi2-vu2,pi3-vu3,pí-vú,[pi˧˩] [ʋu˧˩],比武,,,,
14348,pi2-yi,pi3-yi4,pí-yi,[pi˧˩] [yi˥˥],比喻,,,,
14349,pi2-yim,pi3-yim4,pí-yim,[pi˧˩] [yim˥˥],庇蔭,,,,
14350,pi2-yu,pi3-yu4,pí-yu,[pi˧˩] [yu˥˥],庇佑,,,,
14351,pi2,pi3,pí,[pi˧˩],比,,,,
14352,pin2-chiim5,pin3-chiim1,pín-chṳ̂m,[pin˧˩] [tsɨm˨˦],秉針,,,,
14353,po2-chhion3,po3-chhion2,pó-chhiòn,[po˧˩] [tɕʰion˩˩],保全,,,,
14354,po2-chho-thang5,po3-chho4-thang1,pó-chho-thâng,[po˧˩] [tsʰo˥˥] [tʰaŋ˨˦],寶座廳,,,,
14355,po2-chho,po3-chho4,pó-chho,[po˧˩] [tsʰo˥˥],寶座,,,,
14356,po2-chhung,po3-chhung4,pó-chhung,[po˧˩] [tsʰuŋ˥˥],保重,,,,
14357,po2-chhong3,po3-chhong2,pó-chhòng,[po˧˩] [tsʰoŋ˩˩],寶藏,,,,
14358,po2-chhii3,po3-chhii2,pó-chhṳ̀,[po˧˩] [tsʰɨ˩˩],保持,,,,
14359,po2-chhun3,po3-chhun2,pó-chhùn,[po˧˩] [tsʰun˩˩],保存,,,,
14360,po2-chiin-kim5,po3-chiin4-kim1,pó-chṳn-kîm,[po˧˩] [tsɨn˥˥] [kim˨˦],保證金,,,,
14361,po2-chiin,po3-chiin4,pó-chṳn,[po˧˩] [tsɨn˥˥],保證,,,,
14362,po2-chung,po3-chung4,pó-chung,[po˧˩] [tsuŋ˥˥],保重,,,,
14363,po2-chong5,po3-chong1,pó-chông,[po˧˩] [tsoŋ˨˦],保障,,,,
14364,po2-fi-sii5,po3-fi4-sii1,pó-fi-sṳ̂,[po˧˩] [fi˥˥] [sɨ˨˦],保惠師,,,,
14365,po2-fu-cha2,po3-fu4-cha3,pó-fu-chá,[po˧˩] [fu˥˥] [tsa˧˩],保護者,,,,
14366,po2-fu-sang3,po3-fu4-sang2,pó-fu-sàng,[po˧˩] [fu˥˥] [saŋ˩˩],保護城,,,,
14367,po2-fu-yen,po3-fu4-yen4,pó-fu-yen,[po˧˩] [fu˥˥] [yen˥˥],保護院,,,,
14368,po2-fu,po3-fu4,pó-fu,[po˧˩] [fu˥˥],保護,,,,
14369,po2-hap8,po3-hap5,pó-ha̍p,[po˧˩] [hap̚˥],寶盒,,,,
14370,po2-hiam2,po3-hiam3,pó-hiám,[po˧˩] [hiam˧˩],保險,,,,
14371,po2-hiet,po3-hiet6,pó-hiet,[po˧˩] [hiet̚˨],寶血,,,,
14372,po2-hiun,po3-hiun4,pó-hiun,[po˧˩] [hiun˥˥],寶訓,,,,
14373,po2-kon2,po3-kon3,pó-kón,[po˧˩] [kon˧˩],保管,,,,
14374,po2-ka,po3-ka4,pó-ka,[po˧˩] [ka˥˥],寶架,,,,
14375,po2-khu,po3-khu4,pó-khu,[po˧˩] [kʰu˥˥],寶庫,,,,
14376,po2-kiam,po3-kiam4,pó-kiam,[po˧˩] [kiam˥˥],寶劍,,,,
14377,po2-kui,po3-kui4,pó-kui,[po˧˩] [kui˥˥],寶貴,,,,
14378,po2-liu3,po3-liu2,pó-liù,[po˧˩] [liu˩˩],保留,,,,
14379,po2-miang,po3-miang4,pó-miang,[po˧˩] [miaŋ˥˥],保命,,,,
14380,po2-ngiuk8,po3-ngiuk5,pó-ngiu̍k,[po˧˩] [ɲiuk̚˥],寶玉,,,,
14381,po2-pi,po3-pi4,pó-pi,[po˧˩] [pi˥˥],寶貝,,,,
14382,po2-su2,po3-su3,pó-sú,[po˧˩] [su˧˩],保守,,,,
14383,po2-sak8,po3-sak5,pó-sa̍k,[po˧˩] [sak̚˥],寶石,,,,
14384,po2-siak,po3-siak6,pó-siak,[po˧˩] [ɕiak̚˨],保惜,,,,
14385,po2-tet,po3-tet6,pó-tet,[po˧˩] [tet̚˨],保得,,,,
14386,po2-vi2,po3-vi3,pó-ví,[po˧˩] [ʋi˧˩],保衛,,,,
14387,po2-vut8,po3-vut5,pó-vu̍t,[po˧˩] [ʋut̚˥],寶物,,,,
14388,po2-vi,po3-vi4,pó-vi,[po˧˩] [ʋi˥˥],寶位,,,,
14389,po2-yu,po3-yu4,pó-yu,[po˧˩] [yu˥˥],保佑,,,,
14390,po2-yong5,po3-yong1,pó-yông,[po˧˩] [yoŋ˨˦],保養,,,,
14391,po2-yu5,po3-yu1,pó-yû,[po˧˩] [yu˨˦],保有,,,,
14392,po2,po3,pó,[po˧˩],保,,,,
14393,pong2-ka,pong3-ka4,póng-ka,[poŋ˧˩] [ka˥˥],綁架,,,,
14394,pong2-ten2,pong3-ten3,póng-tén,[poŋ˧˩] [ten˧˩],綁著,,,,
14395,pong2-yong,pong3-yong4,póng-yong,[poŋ˧˩] [yoŋ˥˥],榜樣,,,,
14396,pong2,pong3,póng,[poŋ˧˩],綁,,,,
14397,pu2-chhung5,pu3-chhung1,pú-chhûng,[pu˧˩] [tsʰuŋ˨˦],補充,,,,
14398,pu2-chiuk,pu3-chiuk6,pú-chiuk,[pu˧˩] [tɕiuk̚˨],補足,,,,
14399,pu2-fung5,pu3-fung1,pú-fûng,[pu˧˩] [fuŋ˨˦],捕風,,,,
14400,pu2-kip-phin2,pu3-kip6-phin3,pú-kip-phín,[pu˧˩] [kip̚˨] [pʰin˧˩],補給品,,,,
14401,pu2-kip,pu3-kip6,pú-kip,[pu˧˩] [kip̚˨],補給,,,,
14402,pu2-kiu,pu3-kiu4,pú-kiu,[pu˧˩] [kiu˥˥],補救,,,,
14403,pu2-ko,pu3-ko4,pú-ko,[pu˧˩] [ko˥˥],補過,,,,
14404,pu2-man5,pu3-man1,pú-mân,[pu˧˩] [man˨˦],補滿,,,,
14405,pu2-song2,pu3-song3,pú-sóng,[pu˧˩] [soŋ˧˩],補償,,,,
14406,pu2-theu3,pu3-theu2,pú-thèu,[pu˧˩] [tʰeu˩˩],斧頭,,,,
14407,pu2-to,pu3-to4,pú-to,[pu˧˩] [to˥˥],補到,,,,
14408,pu2-van3,pu3-van2,pú-vàn,[pu˧˩] [ʋan˩˩],補還,,,,
14409,pu2,pu3,pú,[pu˧˩],補,,,,
14410,pun2-chhuk8,pun3-chhuk5,pún-chhu̍k,[pun˧˩] [tsʰuk̚˥],本族,,,,
14411,pun2-chiet,pun3-chiet6,pún-chiet,[pun˧˩] [tɕiet̚˨],本節,,,,
14412,pun2-chiit,pun3-chiit6,pún-chṳt,[pun˧˩] [tsɨt̚˨],本質,,,,
14413,pun2-fun,pun3-fun4,pún-fun,[pun˧˩] [fun˥˥],本份,,,,
14414,pun2-he,pun3-he4,pún-he,[pun˧˩] [he˥˥],本係,,,,
14415,pun2-hiong5,pun3-hiong1,pún-hiông,[pun˧˩] [hioŋ˨˦],本鄉,,,,
14416,pun2-koet,pun3-koet6,pún-koet,[pun˧˩] [koet̚˨],本國,,,,
14417,pun2-ka5,pun3-ka1,pún-kâ,[pun˧˩] [ka˨˦],本家,,,,
14418,pun2-loi3,pun3-loi2,pún-lòi,[pun˧˩] [loi˩˩],本來,,,,
14419,pun2-ngiet8,pun3-ngiet5,pún-ngie̍t,[pun˧˩] [ɲiet̚˥],本月,,,,
14420,pun2-ngien3,pun3-ngien2,pún-ngièn,[pun˧˩] [ɲien˩˩],本源,,,,
14421,pun2-ngin3,pun3-ngin2,pún-ngìn,[pun˧˩] [ɲin˩˩],本人,,,,
14422,pun2-nen3,pun3-nen2,pún-nèn,[pun˧˩] [nen˩˩],本能,,,,
14423,pun2-sin,pun3-sin4,pún-sin,[pun˧˩] [ɕin˥˥],本性,,,,
14424,pun2-sii,pun3-sii4,pún-sṳ,[pun˧˩] [sɨ˥˥],本事,,,,
14425,pun2-siin5,pun3-siin1,pún-sṳ̂n,[pun˧˩] [sɨn˨˦],本身,,,,
14426,pun2-su5,pun3-su1,pún-sû,[pun˧˩] [su˨˦],本書,,,,
14427,pun2-sang3,pun3-sang2,pún-sàng,[pun˧˩] [saŋ˩˩],本城,,,,
14428,pun2-thi2,pun3-thi3,pún-thí,[pun˧˩] [tʰi˧˩],本體,,,,
14429,pun2-thu2,pun3-thu3,pún-thú,[pun˧˩] [tʰu˧˩],本土,,,,
14430,pun2-thi-fa,pun3-thi4-fa4,pún-thi-fa,[pun˧˩] [tʰi˥˥] [fa˥˥],本地話,,,,
14431,pun2-thi,pun3-thi4,pún-thi,[pun˧˩] [tʰi˥˥],本地,,,,
14432,pun2-vi,pun3-vi4,pún-vi,[pun˧˩] [ʋi˥˥],本位,,,,
14433,pun2-yu5,pun3-yu1,pún-yû,[pun˧˩] [yu˨˦],本有,,,,
14434,pun2,pun3,pún,[pun˧˩],本,,,,
14435,pung2-chhut,pung3-chhut6,púng-chhut,[puŋ˧˩] [tsʰut̚˨],捧出,,,,
14436,pung2-ten2,pung3-ten3,púng-tén,[puŋ˧˩] [ten˧˩],捧著,,,,
14437,pung2,pung3,púng,[puŋ˧˩],捧,,,,
14438,pak8-yong3,pak5-yong2,pa̍k-yòng,[pak̚˥] [yoŋ˩˩],白楊,,,,
14439,pat8-e2,pat5-e3,pa̍t-é,[pat̚˥] [e˧˩],朳仔,,,,
14440,pit8-pit8-chhat,pit5-pit5-chhat6,pi̍t-pi̍t-chhat,[pit̚˥] [pit̚˥] [tsʰat̚˨],偪偪掣,,,,
14441,pit8-pit8,pit5-pit5,pi̍t-pi̍t,[pit̚˥] [pit̚˥],pit8-pit8,,,,
14442,pit8-pok8,pit5-pok5,pi̍t-po̍k,[pit̚˥] [pok̚˥],嗶啪,,,,
14443,pok8-pok8-thiau3,pok5-pok5-thiau2,po̍k-po̍k-thiàu,[pok̚˥] [pok̚˥] [tʰiau˩˩],搏搏跳,,,,
14444,pok8-pok8,pok5-pok5,po̍k-po̍k,[pok̚˥] [pok̚˥],搏搏,,,,
14445,pok8-yen5,pok5-yen1,po̍k-yên,[pok̚˥] [yen˨˦],抽煙,,,,
14446,put8-put8,put5-put5,pu̍t-pu̍t,[put̚˥] [put̚˥],渤渤,,,,
14447,pa-cham,pa4-cham4,pa-cham,[pa˥˥] [tsam˥˥],霸佔,,,,
14448,pa-khien3,pa4-khien2,pa-khièn,[pa˥˥] [kʰien˩˩],霸權,,,,
14449,pa-thit8,pa4-thit5,pa-thi̍t,[pa˥˥] [tʰit̚˥],罷特,,,,
14450,pa-tho,pa4-tho4,pa-tho,[pa˥˥] [tʰo˥˥],霸道,,,,
14451,pa-vong3,pa4-vong2,pa-vòng,[pa˥˥] [ʋoŋ˩˩],霸王,,,,
14452,pai-chhut,pai4-chhut6,pai-chhut,[pai˥˥] [tsʰut̚˨],簸出,,,,
14453,pai-fong2,pai4-fong3,pai-fóng,[pai˥˥] [foŋ˧˩],拜訪,,,,
14454,pai-khui2,pai4-khui3,pai-khúi,[pai˥˥] [kʰui˧˩],拜跪,,,,
14455,pai-ko,pai4-ko4,pai-ko,[pai˥˥] [ko˥˥],拜過,,,,
14456,pai-kuk,pai4-kuk6,pai-kuk,[pai˥˥] [kuk̚˨],簸榖,,,,
14457,pai-ki5,pai4-ki1,pai-kî,[pai˥˥] [ki˨˦],簸箕,,,,
14458,pai-liuk,pai4-liuk6,pai-liuk,[pai˥˥] [liuk̚˨],拜六,,,,
14459,pai-sii5,pai4-sii1,pai-sṳ̂,[pai˥˥] [sɨ˨˦],拜師,,,,
14460,pai-siin3,pai4-siin2,pai-sṳ̀n,[pai˥˥] [sɨn˩˩],拜神,,,,
14461,pai-thet,pai4-thet6,pai-thet,[pai˥˥] [tʰet̚˨],簸掉,,,,
14462,pai-thok,pai4-thok6,pai-thok,[pai˥˥] [tʰok̚˨],拜託,,,,
14463,pai,pai4,pai,[pai˥˥],拜,,,,
14464,pai,pai4,pai,[pai˥˥],簸,,,,
14465,pak-chan,pak6-chan4,pak-chan,[pak̚˨] [tsan˥˥],百戰,,,,
14466,pak-chhu,pak6-chhu4,pak-chhu,[pak̚˨] [tsʰu˥˥],百獸,,,,
14467,pak-cho,pak6-cho4,pak-cho,[pak̚˨] [tso˥˥],擘做,,,,
14468,pak-choi,pak6-choi4,pak-choi,[pak̚˨] [tsoi˥˥],擘喙,,,,
14469,pak-fa5,pak6-fa1,pak-fâ,[pak̚˨] [fa˨˦],百花,,,,
14470,pak-fu5-chong2,pak6-fu1-chong3,pak-fû-chóng,[pak̚˨] [fu˨˦] [tsoŋ˧˩],百夫長,,,,
14471,pak-fun5,pak6-fun1,pak-fûn,[pak̚˨] [fun˨˦],百分,,,,
14472,pak-hap8-fa5,pak6-hap5-fa1,pak-ha̍p-fâ,[pak̚˨] [hap̚˥] [fa˨˦],百合花,,,,
14473,pak-hap8,pak6-hap5,pak-ha̍p,[pak̚˨] [hap̚˥],百合,,,,
14474,pak-khoi5,pak6-khoi1,pak-khôi,[pak̚˨] [kʰoi˨˦],擘開,,,,
14475,pak-kie,pak6-kie4,pak-kie,[pak̚˨] [kie˥˥],百計,,,,
14476,pak-kon5,pak6-kon1,pak-kôn,[pak̚˨] [kon˨˦],百官,,,,
14477,pak-lan,pak6-lan4,pak-lan,[pak̚˨] [lan˥˥],擘爛,,,,
14478,pak-liet8,pak6-liet5,pak-lie̍t,[pak̚˨] [liet̚˥],擘裂,,,,
14479,pak-lang3,pak6-lang2,pak-làng,[pak̚˨] [laŋ˩˩],百零,,,,
14480,pak-leu3,pak6-leu2,pak-lèu,[pak̚˨] [leu˩˩],百樓,,,,
14481,pak-li3,pak6-li2,pak-lì,[pak̚˨] [li˩˩],擘離,,,,
14482,pak-muk,pak6-muk6,pak-muk,[pak̚˨] [muk̚˨],擘目,,,,
14483,pak-me5,pak6-me1,pak-mê,[pak̚˨] [me˨˦],伯姆,,,,
14484,pak-ngin3,pak6-ngin2,pak-ngìn,[pak̚˨] [ɲin˩˩],百人,,,,
14485,pak-pai2,pak6-pai3,pak-pái,[pak̚˨] [pai˧˩],百擺,,,,
14486,pak-pak,pak6-pak6,pak-pak,[pak̚˨] [pak̚˨],擘擘,,,,
